,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,stock,previous day close price,Change in price,Percent change in price,previous day Volume,Change in Volume,Percent change in Volume
58,2023-11-27,137.41363154846357,139.4712875086047,137.38365162732347,137.89308166503906,17886400,0.0,0.0,NTPC,138.06289672851562,-0.1698150634765625,-0.0012299833445511554,8828600.0,9057800.0,1.0259610810321003
59,2023-11-28,137.47356789819898,138.50239593058404,136.8842269375129,138.46243286132812,17046900,0.0,0.0,G M INFRA,137.89308166503906,0.5693511962890625,0.00412893228154898,17886400.0,-839500.0,-0.046935101529653855
60,2023-11-29,138.82701770252274,139.51123663100756,136.14007296091066,136.2449493408203,21014700,0.0,0.0,Google,138.46243286132812,-2.2174835205078125,-0.01601505530910796,17046900.0,3967800.0,0.23275786213329108
61,2023-11-30,136.24495330162046,136.80432957410426,132.6390560392684,133.7677764892578,29913500,0.0,0.0,TATA POWER,136.2449493408203,-2.4771728515625,-0.018181759129769937,21014700.0,8898800.0,0.4234559617791356
62,2023-12-01,133.16847229003906,133.34826038140105,132.00178535976738,133.16847229003906,24258400,0.0,0.0,TATA MOTORS,133.7677764892578,-0.59930419921875,-0.004480183605854227,29913500.0,-5655100.0,-0.1890484229528474
63,2023-12-04,131.14476832039472,131.30058161106265,129.25290873735207,130.4815216064453,24117100,0.0,0.0,SBI,133.16847229003906,-2.68695068359375,-0.02017707823321435,24258400.0,-141300.0,-0.005824786465719045
64,2023-12-05,130.22180899386322,133.38820395841188,129.5825370647658,132.23951721191406,19235100,0.0,0.0,ICICI,130.4815216064453,1.75799560546875,0.013473138447688937,24117100.0,-4882000.0,-0.2024289819256876
65,2023-12-06,132.748924116314,133.15846171998882,131.16073515546074,131.2805938720703,16360600,0.0,0.0,WELSPOON,132.23951721191406,-0.95892333984375,-0.007251412891254527,19235100.0,-2874500.0,-0.14944034603407308
66,2023-12-07,136.44474493322264,139.8408743567365,136.07515511538244,138.29263305664062,38419400,0.0,0.0,RELIANCE,131.2805938720703,7.0120391845703125,0.05341261017910526,16360600.0,22058800.0,1.3482879600992628
67,2023-12-08,135.5057984131622,137.83315172215657,135.4159043744557,136.48468017578125,22990900,0.0,0.0,BRITANNIA,138.29263305664062,-1.807952880859375,-0.01307338533440816,38419400.0,-15428500.0,-0.4015809721130471
68,2023-12-11,133.66790087456621,134.6367843023837,132.73895003308613,134.54689025878906,24502900,0.0,0.0,NTPC,136.48468017578125,-1.9377899169921875,-0.014197856598238467,22990900.0,1512000.0,0.06576515055956933
69,2023-12-12,133.1185235804659,134.3870690673992,132.67902126566105,133.48809814453125,26584000,0.0,0.0,G M INFRA,134.54689025878906,-1.0587921142578125,-0.007869316876973675,24502900.0,2081100.0,0.08493280387219482
70,2023-12-13,134.39206185930044,134.62679534618698,132.79887366475134,133.81771850585938,25414500,0.0,0.0,Google,133.48809814453125,0.329620361328125,0.0024692865199955616,26584000.0,-1169500.0,-0.04399262714414687
71,2023-12-14,134.61682206654731,134.8815202527396,130.91103221840964,133.04859924316406,29619100,0.0,0.0,TATA POWER,133.81771850585938,-0.7691192626953125,-0.005747514389595865,25414500.0,4204600.0,0.16544098841212684
72,2023-12-15,132.76891376406383,134.67674640773666,132.47925010073916,133.6878662109375,58569400,0.0,0.0,TATA MOTORS,133.04859924316406,0.6392669677734375,0.004804762856654321,29619100.0,28950300.0,0.9774199756238373
73,2023-12-18,133.70784102223567,138.2227073745917,133.6179469838045,137.0340576171875,25699800,0.0,0.0,SBI,133.6878662109375,3.34619140625,0.025029881178373126,58569400.0,-32869600.0,-0.5612077296335629
74,2023-12-19,137.84314650580376,138.61227557637568,137.29376859825237,137.9430389404297,20661000,0.0,0.0,ICICI,137.0340576171875,0.9089813232421875,0.006633251171628274,25699800.0,-5038800.0,-0.19606378259753
75,2023-12-20,140.17048779833905,142.91536522611437,139.25153539734146,139.50125122070312,33507300,0.0,0.0,WELSPOON,137.9430389404297,1.5582122802734375,0.011296055910051006,20661000.0,12846300.0,0.6217656454189051
76,2023-12-21,140.60999644344008,141.86855876316585,140.31333695823096,141.63882446289062,18101500,0.0,0.0,RELIANCE,139.50125122070312,2.1375732421875,0.015322968242096113,33507300.0,-15405800.0,-0.4597744372121896
77,2023-12-22,141.96844409303395,143.0871660990594,141.89351715322985,142.55776977539062,18494700,0.0,0.0,BRITANNIA,141.63882446289062,0.9189453125,0.006487947891298473,18101500.0,393200.0,0.021721956743916193
78,2023-12-26,142.81747561776112,143.78139032120177,142.3380254837363,142.6576690673828,11170100,0.0,0.0,NTPC,142.55776977539062,0.0998992919921875,0.0007007635721967276,18494700.0,-7324600.0,-0.3960377837975204
79,2023-12-27,142.66765529825497,143.15710383075358,140.89067043369923,141.27923583984375,17288400,0.0,0.0,G M INFRA,142.6576690673828,-1.3784332275390625,-0.00966252453548766,11170100.0,6118300.0,0.5477390533656816
80,2023-12-28,141.6887747183384,142.10829550354288,140.66793318695147,141.11941528320312,12192500,0.0,0.0,Google,141.27923583984375,-0.159820556640625,-0.0011312388242373794,17288400.0,-5095900.0,-0.29475833506860094
81,2023-12-29,140.52009006838176,141.27423678190476,139.74097786745475,140.76980590820312,14872700,0.0,0.0,TATA POWER,141.11941528320312,-0.349609375,-0.0024774009607281267,12192500.0,2680200.0,0.21982366208734883
82,2024-01-02,139.44133025685267,140.45517595108223,137.5834438095293,139.4013671875,20071900,0.0,0.0,TATA MOTORS,140.76980590820312,-1.368438720703125,-0.009721109664635685,14872700.0,5199200.0,0.3495801031419985
83,2024-01-03,138.4424607743544,140.9296206601449,138.2726405992914,140.20045471191406,18974300,0.0,0.0,SBI,139.4013671875,0.7990875244140625,0.005732278962079729,20071900.0,-1097600.0,-0.05468341312979841
84,2024-01-04,139.69104258557948,140.47513871494425,137.8531224776641,137.88308715820312,18253300,0.0,0.0,ICICI,140.20045471191406,-2.3173675537109375,-0.016528958900116963,18974300.0,-721000.0,-0.037998766752923685
85,2024-01-05,138.19475313521525,138.65222513134293,136.69446141644704,137.2338409423828,15433200,0.0,0.0,WELSPOON,137.88308715820312,-0.6492462158203125,-0.004708671884285476,18253300.0,-2820100.0,-0.15449809075619203
86,2024-01-08,137.8431466396461,140.4801453570076,137.7232879111351,140.37026977539062,17645300,0.0,0.0,RELIANCE,137.2338409423828,3.1364288330078125,0.022854631273671266,15433200.0,2212100.0,0.14333385169634294
87,2024-01-09,139.90079097560007,142.63768189701236,139.63109361773547,142.39794921875,19579700,0.0,0.0,BRITANNIA,140.37026977539062,2.027679443359375,0.014445220106821033,17645300.0,1934400.0,0.10962692615030623
88,2024-01-10,142.35800705132547,144.36071767775027,142.298077689739,143.6365509033203,16641900,0.0,0.0,NTPC,142.39794921875,1.2386016845703125,0.008698170804886995,19579700.0,-2937800.0,-0.1500431569431605
89,2024-01-11,144.73031233381897,146.49330557306465,142.0533505753714,143.50669860839844,17471100,0.0,0.0,G M INFRA,143.6365509033203,-0.129852294921875,-0.0009040337860053427,16641900.0,829200.0,0.04982604149766545
90,2024-01-12,144.17592699115585,144.57548146136307,143.19704521167623,144.0760498046875,13995200,0.0,0.0,Google,143.50669860839844,0.5693511962890625,0.003967418955422408,17471100.0,-3475900.0,-0.1989514111876184
91,2024-01-16,143.2669589439463,145.67422320766738,142.8933911335868,143.91622924804688,19198900,0.0,0.0,TATA POWER,144.0760498046875,-0.159820556640625,-0.0011092791401297042,13995200.0,5203700.0,0.3718203384017378
92,2024-01-17,142.7475663736632,143.2469980534467,140.3502851658353,142.7275848388672,17884500,0.0,0.0,TATA MOTORS,143.91622924804688,-1.1886444091796875,-0.008259279828204735,19198900.0,-1314400.0,-0.06846225565006325
93,2024-01-18,143.27695414965393,145.4195201951456,143.18706011062628,144.8251953125,18876800,0.0,0.0,SBI,142.7275848388672,2.0976104736328125,0.014696601753619865,17884500.0,992300.0,0.055483798820207486
94,2024-01-19,146.13868766063743,147.8717160942539,145.6342720587682,147.8018035888672,27170900,0.0,0.0,ICICI,144.8251953125,2.9766082763671875,0.020553110734250035,18876800.0,8294100.0,0.43938061535853534
95,2024-01-22,148.54097762218578,149.84448699679913,147.41225714318145,147.5421142578125,21829200,0.0,0.0,WELSPOON,147.8018035888672,-0.2596893310546875,-0.0017570105692150673,27170900.0,-5341700.0,-0.19659635860424207
96,2024-01-23,147.5521012672226,148.69080492275984,147.02270488956162,148.51100158691406,14113600,0.0,0.0,RELIANCE,147.5421142578125,0.9688873291015625,0.006566852684573465,21829200.0,-7715600.0,-0.35345317281439537
97,2024-01-24,150.11916306344028,151.3977221471517,149.66967761351677,150.17910766601562,19245000,0.0,0.0,BRITANNIA,148.51100158691406,1.6681060791015625,0.011232205434459575,14113600.0,5131400.0,0.3635783924725089
98,2024-01-25,151.56752830434178,154.58408460945628,151.048115101288,153.46536254882812,21495100,0.0,0.0,NTPC,150.17910766601562,3.2862548828125,0.02188223737565953,19245000.0,2250100.0,0.11691868017666929
99,2024-01-26,152.69623614136864,153.93483218800048,152.62632363209775,153.6151885986328,19494500,0.0,0.0,G M INFRA,153.46536254882812,0.1498260498046875,0.0009762857710451378,21495100.0,-2000600.0,-0.09307237463421891
100,2024-01-29,153.465368462065,155.02359288982194,152.74618561210863,154.66400146484375,20909300,0.0,0.0,Google,153.6151885986328,1.0488128662109375,0.006827533629837124,19494500.0,1414800.0,0.07257431583267082
101,2024-01-30,153.83493787111996,154.86376589444302,152.60134103363814,152.87603759765625,26578900,0.0,0.0,TATA POWER,154.66400146484375,-1.7879638671875,-0.01156031041647343,20909300.0,5669600.0,0.27115207108798467
102,2024-01-31,145.2247401905462,145.42450980997882,141.38910862823863,141.63882446289062,43908600,0.0,0.0,TATA MOTORS,152.87603759765625,-11.237213134765625,-0.07350539241695986,26578900.0,17329700.0,0.652009676848929
103,2024-02-01,143.5266723093832,144.45560787733552,142.0982898420046,142.54779052734375,25526900,0.0,0.0,SBI,141.63882446289062,0.908966064453125,0.006417492293514959,43908600.0,-18381700.0,-0.4186355292585051
104,2024-02-02,140.7298494121929,143.7164561594247,138.01294002296157,143.3768310546875,42116900,0.0,0.0,ICICI,142.54779052734375,0.82904052734375,0.005815877778791112,25526900.0,16590000.0,0.6499026517125073
105,2024-02-05,143.87627101237234,146.50328651446085,143.74642914034698,144.7652587890625,29254400,0.0,0.0,WELSPOON,143.3768310546875,1.388427734375,0.009683766367003965,42116900.0,-12862500.0,-0.30539997008326825
106,2024-02-06,145.7940983387194,146.5732105167273,144.35573270502948,145.24472045898438,21517700,0.0,0.0,RELIANCE,144.7652587890625,0.479461669921875,0.0033119940096988376,29254400.0,-7736700.0,-0.2644627816670313
107,2024-02-07,145.9538988845892,146.83290345600977,145.0449448752639,146.5132598876953,21436100,0.0,0.0,BRITANNIA,145.24472045898438,1.2685394287109375,0.008733807498835455,21517700.0,-81600.0,-0.0037922268643953982
108,2024-02-08,146.80294225293733,147.44221416325993,146.25356438279027,147.0526580810547,18241300,0.0,0.0,NTPC,146.5132598876953,0.539398193359375,0.003681565707928547,21436100.0,-3194800.0,-0.14903830454233746
109,2024-02-09,147.78183127307676,150.52372156434407,147.2624180575362,150.04925537109375,21877700,0.0,0.0,G M INFRA,147.0526580810547,2.9965972900390625,0.02037771590900017,18241300.0,3636400.0,0.19934982704083581
110,2024-02-12,149.3700204883269,150.41883006700442,148.39113866090236,148.56094360351562,17236100,0.0,0.0,Google,150.04925537109375,-1.488311767578125,-0.009918821415656587,21877700.0,-4641600.0,-0.21216124181243912
111,2024-02-13,145.90398171819805,147.87172856121856,144.9450661639698,146.20362854003906,18138500,0.0,0.0,TATA POWER,148.56094360351562,-2.3573150634765625,-0.015867663507629914,17236100.0,902400.0,0.052355231171784755
112,2024-02-14,147.20248209796017,147.66196592985642,145.38954273960297,146.97274780273438,16651800,0.0,0.0,TATA MOTORS,146.20362854003906,0.7691192626953125,0.00526060310797738,18138500.0,-1486700.0,-0.08196377870275928
113,2024-02-15,144.2958109315446,144.59545775311597,141.71874157591117,143.77639770507812,26724300,0.0,0.0,SBI,146.97274780273438,-3.19635009765625,-0.021747910040753715,16651800.0,10072500.0,0.6048895614888481
114,2024-02-16,144.04608907226958,144.31577120042508,141.35914424708662,141.59886169433594,21849700,0.0,0.0,ICICI,143.77639770507812,-2.1775360107421875,-0.015145295371837508,26724300.0,-4874600.0,-0.18240328090913516
115,2024-02-20,140.7797983034992,143.16607508556285,140.6399580488099,142.03836059570312,18625600,0.0,0.0,WELSPOON,141.59886169433594,0.4394989013671875,0.003103830751944203,21849700.0,-3224100.0,-0.14755809004242626
116,2024-02-21,142.47786545966997,143.81633867029373,141.74869949290405,143.67649841308594,16499600,0.0,0.0,RELIANCE,142.03836059570312,1.6381378173828125,0.011533066211919962,18625600.0,-2126000.0,-0.11414397388540498
117,2024-02-22,145.95390942824002,146.03382032609136,143.84630712692734,145.1548309326172,23024700,0.0,0.0,BRITANNIA,143.67649841308594,1.47833251953125,0.01028931339404493,16499600.0,6525100.0,0.3954701932168052
118,2024-02-23,144.80521907007267,145.7891000659,144.62541574400302,145.12484741210938,14519400,0.0,0.0,NTPC,145.1548309326172,-0.0299835205078125,-0.00020656233289084724,23024700.0,-8505300.0,-0.36939894982345045
119,2024-02-26,143.28693969523584,143.67649577899022,138.58230201000566,138.59228515625,33513000,0.0,0.0,G M INFRA,145.12484741210938,-6.532562255859375,-0.04501339620574363,14519400.0,18993600.0,1.3081532294722922
120,2024-02-27,139.25154721127765,140.33032148869526,138.34257787917872,139.94076538085938,22364000,0.0,0.0,Google,138.59228515625,1.348480224609375,0.009729836138347103,33513000.0,-11149000.0,-0.3326768716617432
121,2024-02-28,138.941903726897,139.12169182130827,136.48469307982273,137.27378845214844,30628700,0.0,0.0,TATA POWER,139.94076538085938,-2.6669769287109375,-0.019057898686294594,22364000.0,8264700.0,0.36955374709354327
122,2024-02-29,138.19274182456647,139.79091393857078,137.41362968018245,139.62110900878906,35485000,0.0,0.0,TATA MOTORS,137.27378845214844,2.347320556640625,0.017099553987022453,30628700.0,4856300.0,0.15855390532409142
123,2024-03-01,139.4513095967065,139.84086568431215,137.8181735450991,137.9230499267578,28522000,0.0,0.0,SBI,139.62110900878906,-1.69805908203125,-0.012161907995762666,35485000.0,-6963000.0,-0.1962237565168381
124,2024-03-04,136.38479135073598,136.47470063326085,132.7089816397534,134.04745483398438,43571500,0.0,0.0,ICICI,137.9230499267578,-3.8755950927734375,-0.028099691058394716,28522000.0,15049500.0,0.5276453264146974
125,2024-03-05,132.5891185723639,133.8676623639672,131.40046881889418,133.6279296875,28447600,0.0,0.0,WELSPOON,134.04745483398438,-0.419525146484375,-0.0031296763299530905,43571500.0,-15123900.0,-0.34710533261420884
126,2024-03-06,134.08741529131373,134.58684694284977,131.80000979206983,132.40931701660156,23175200,0.0,0.0,RELIANCE,133.6279296875,-1.2186126708984375,-0.009119445865458431,28447600.0,-5272400.0,-0.18533725164864523
127,2024-03-07,133.73781679802025,135.66563103918043,132.5092191131906,135.08628845214844,24107300,0.0,0.0,BRITANNIA,132.40931701660156,2.676971435546875,0.02021739478658624,23175200.0,932100.0,0.040219717629189855
128,2024-03-08,134.88150773865686,138.82701467754768,134.64677425634412,136.13507080078125,26472400,0.0,0.0,NTPC,135.08628845214844,1.0487823486328125,0.007763795723829681,24107300.0,2365100.0,0.09810721233817143
